name,code,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,Feels Like Jan,Feb Feels,Mar Feels,Apr Feels,May Feels,Jun Feels,Jul Feels,Aug Feels,Sep Feels,Oct Feels,Nov Feels,Dec Feels
"Saint Helena, Ascension and Tristan da Cunha (U.K.)",SHN,20.09,20.95,21.12,20.58,19.44,18.36,17.48,16.74,16.56,16.96,17.73,19,79.3,78.4,77.73,76.81,74.36,73.51,73.81,74.29,76.12,77.78,78.38,79.29,42.259,42.822,42.7709,41.9273,39.9788,38.6183,37.8373,37.2557,37.6796,38.6274,39.5954,41.1657
Saint Kitts and Nevis,KNA,25.07,24.79,24.86,25.41,26.26,26.9,27.05,27.31,27.36,27.08,26.5,25.71,77.5,76.25,76.09,78.45,80.44,80.79,81.6,81.93,81.58,81.38,79.71,77.96,46.645,45.9525,45.9697,47.2985,48.8052,49.5607,49.978,50.3469,50.2814,49.9354,48.8043,47.4368
Saint Lucia,LCA,25.58,25.5,25.74,26.29,27.04,27.17,27.09,27.25,27.48,27.15,26.65,26.17,73.88,71.38,71.61,73.9,74.94,76.74,78.46,79.5,78.76,79.93,79.77,75.59,45.9604,45.0554,45.3713,46.677,47.7702,48.4942,48.9818,49.485,49.4708,49.5269,48.9741,47.1147
Saint Vincent and the Grenadines,VCT,25.62,25.4,25.53,26.02,26.69,26.81,26.75,27.03,27.37,27.19,26.74,26.25,78.43,77.19,77.68,79.6,80.59,81.82,82.92,82.87,81.63,82.1,82.13,79.36,47.5019,46.8727,47.1644,48.288,49.2847,49.8106,50.1136,50.3771,50.3079,50.283,49.8429,48.4388
Saint-Barthélemy (Fr.),BLM,25.01,24.73,24.78,25.32,26.21,26.95,27.15,27.41,27.41,27.11,26.45,25.67,77.18,76,75.63,78.07,80.17,80.48,81.28,81.56,81.49,81.13,79.41,77.51,46.4794,45.81,45.7379,47.0831,48.6661,49.5084,49.9724,50.3248,50.3017,49.8829,48.6553,47.2483
Saint-Martin (Fr.),MAF,25.01,24.73,24.78,25.32,26.21,26.96,27.15,27.4,27.41,27.12,26.46,25.67,77.28,76.13,75.73,78.15,80.28,80.56,81.37,81.65,81.54,81.18,79.47,77.58,46.5124,45.8529,45.7709,47.1095,48.7024,49.5448,50.0021,50.3445,50.3182,49.9094,48.6851,47.2714
Saint-Pierre-et-Miquelon (Fr.),SPM,-1.29,-2.05,-0.81,1.73,4.55,8.66,13.83,16.44,14.01,9.75,5.66,1.85,74.9,76.06,78.16,84.76,88.5,90.06,92.65,88.14,83.13,79.39,77.54,76.03,19.427,19.0498,20.9828,25.7008,29.755,34.3798,40.4045,41.5262,37.4429,31.9487,27.2482,22.9399
Samoa,WSM,25.65,25.7,25.82,25.89,25.61,25.3,24.94,24.86,24.99,25.17,25.51,25.64,85.32,84.92,84.67,84.4,83.41,83.64,82.88,82.57,83.47,84.18,84.38,84.54,49.8056,49.7236,49.7611,49.742,49.1353,48.9012,48.2904,48.1081,48.5351,48.9494,49.3554,49.5382
San Marino,SMR,5.91,6.48,9.46,12.9,17.77,22.05,24.37,23.97,19.6,15.66,10.99,6.92,79.35,74.36,71.35,72.28,68.45,65.19,62.12,66.4,71.52,77.78,79.12,79.07,28.0955,27.0188,29.0055,32.7524,36.3585,39.5627,40.8696,41.882,39.2016,37.3274,33.0996,29.0131
São Tomé and Príncipe,STP,26.37,26.88,27.27,27.12,26.28,24.8,23.94,24.03,24.67,25.24,25.62,25.99,82.71,81.87,80.82,81.59,83.23,82.81,81.9,82.61,84.08,84.61,84.59,83.7,49.6643,49.8971,49.9406,50.0447,49.7459,48.1273,46.967,47.2913,48.4164,49.1613,49.5347,49.611
Saudi Arabia,SAU,15.04,17.82,21.5,26.56,31.19,33.75,34.88,34.95,31.98,27.04,20.86,16.43,49.71,39.39,33.16,27.72,21.32,17.32,18.99,21.41,22.35,27.68,42.01,49.31,27.4443,26.8187,28.4428,31.7076,34.2256,35.4656,37.1467,38.0153,35.3555,32.1744,30.7233,28.7023
Senegal,SEN,25.29,27.47,29.76,31.24,31.98,30.88,29.07,28.02,28.18,29.45,28.26,25.87,29.54,27.27,29.49,34.05,40.7,56.36,70.27,78.92,79.18,65.97,44.03,34.51,31.0382,32.4691,35.4917,38.4765,41.411,45.4788,48.2591,50.0636,50.3094,47.2201,38.7899,33.2583
Serbia,SRB,0.07,1.71,6.04,11.36,16.35,19.87,21.73,21.45,16.28,11.43,6.21,0.99,83.66,77.19,68.28,66.11,67.8,67.64,64.79,64.86,71.44,76.36,80.96,85.05,23.6778,23.1827,24.5724,29.1763,34.724,38.1912,39.1107,38.8538,35.8552,32.6288,28.9268,25.0565
Seychelles,SYC,26.76,27.16,27.3,27.39,26.91,25.72,24.88,24.79,25.24,25.77,26.31,26.59,80.85,79.14,80.29,80.36,80.37,80.7,80.87,81.08,80.9,80.71,80.87,81.62,49.4405,49.2762,49.7957,49.9088,49.4321,48.351,47.5671,47.5464,47.937,48.4043,48.9971,49.5246
Sierra Leone,SLE,26.26,27.42,27.82,27.36,26.19,24.94,24.15,23.91,24.35,24.89,25.26,25.58,64.27,62.92,67.75,74.92,83.84,86.88,87.71,88.93,88.34,86.96,85.08,74.99,43.4691,44.1836,46.1775,48.0836,49.8572,49.6104,49.0943,49.2569,49.5022,49.5868,49.3364,46.3267
Singapore,SGP,26.02,26.44,26.93,27.37,27.78,27.71,27.33,27.14,27.17,27.06,26.7,26.24,83.78,82.55,82.72,83.21,82.96,82.02,82.09,82.27,82.26,82.89,84.32,84.94,49.6674,49.6815,50.2276,50.8293,51.1568,50.7766,50.4197,50.2891,50.3158,50.4137,50.5256,50.2702
Sint Maarten (Neth.),SXM,25,24.72,24.77,25.32,26.21,26.95,27.14,27.4,27.41,27.12,26.45,25.67,77.28,76.14,75.74,78.16,80.28,80.57,81.38,81.66,81.54,81.18,79.47,77.58,46.5024,45.8462,45.7642,47.1128,48.7024,49.5381,49.9954,50.3478,50.3182,49.9094,48.6751,47.2714
Slovakia,SVK,-2.32,-0.67,3.39,9.42,14.16,17.31,19.08,18.5,13.59,8.77,3.9,-1.38,85.33,79.46,71.41,66.04,69.2,71.05,70.94,71.15,76.2,81.13,85.65,86.38,21.8389,21.5518,22.9553,27.2132,32.996,36.7565,38.4902,37.9795,34.736,31.5429,28.1645,23.1254
Slovenia,SVN,-0.09,1.25,5.2,10.02,14.75,18.3,19.91,19.38,14.71,10.52,5.57,0.62,83.24,76.4,71.25,70.06,70.51,71.75,71.39,73.76,78.66,82.06,84.31,85.4,23.3792,22.462,24.7125,29.1398,34.0183,37.9775,39.4687,39.7208,36.6678,33.5998,29.3923,24.802
Solomon Islands,SLB,26.51,26.38,26.35,26.35,26.19,25.9,25.57,25.52,25.73,25.97,26.28,26.51,85.4,85.89,86.03,85.76,86.04,86.31,86.14,85.36,85.6,85.26,85.01,84.99,50.692,50.7237,50.7399,50.6508,50.5832,50.3823,49.9962,49.6888,49.978,50.1058,50.3333,50.5567
Somalia,SOM,24.99,25.73,27.1,27.47,27.54,27.43,26.88,27.05,27.5,26.16,25.22,24.97,56.38,53.58,54.74,63.22,64.86,55.34,52.86,52.38,54.01,64.8,65.55,59.28,39.5954,39.4114,41.1642,44.3326,44.9438,41.6922,40.3238,40.3354,41.3233,43.544,42.8515,40.5324
South Africa,ZAF,23.08,22.99,21.12,17.62,14.21,11.23,10.88,13.17,16.46,19.08,20.65,22.23,57.32,58.38,60.17,60.29,57.97,55.74,52.82,48.93,45.75,49.31,51.84,55.05,37.9956,38.2554,36.9761,33.5157,29.3401,25.6242,24.3106,25.3169,27.5575,31.3523,33.7572,36.3965
South Sudan,SSD,28.33,30.02,30.6,30,28.37,26.68,25.47,25.2,25.76,26.19,27.12,27.86,28.56,25.46,34.51,51.35,64.22,71.55,76.91,79.54,77.53,74.75,57,36.48,33.7548,34.4218,37.9883,42.9455,45.5626,46.2915,46.8503,47.4482,47.3449,46.8575,41.93,35.8984
Spain,ESP,6.52,7.45,10.21,12.36,15.88,20.51,23,22.97,19.34,15.22,9.7,6.84,77.95,71.67,65.71,65.02,62.48,56.02,51.9,53.59,61.18,69.37,75.74,78.36,28.2435,27.1011,27.8943,29.8166,32.4984,34.9966,36.127,36.6547,35.5294,34.1121,30.6942,28.6988
Sri Lanka,LKA,24.67,25.44,26.77,27.26,28,27.81,27.58,27.45,27.29,26.38,25.37,24.78,81.12,77.9,75.09,79.87,77.84,74.86,73.64,73.96,75.06,80.58,85.06,83.98,47.4396,47.147,47.5497,49.6171,49.6872,48.5138,47.8812,47.8568,48.0598,48.9714,49.4398,48.4934
Sudan,SDN,20.33,22.69,25.76,29.64,31.61,31.63,30.38,29.99,29.89,28.48,24.64,21.28,30.77,24.41,19.08,18.68,23.75,30.89,43.52,48.72,42.58,36.45,31.99,33.4,26.4841,26.7453,28.0564,31.8044,35.4475,37.8237,40.7416,42.0676,39.9414,36.5085,31.1967,28.302
Suriname,SUR,25.13,25.14,25.54,25.72,25.54,25.31,25.38,25.96,26.88,27.35,26.9,25.9,82.26,81.3,79.65,82.54,86.13,86.5,84.93,81.63,74.59,71.55,74.93,80.13,48.2758,47.969,47.8245,48.9582,49.9629,49.855,49.4069,48.8979,47.4947,46.9615,47.6269,48.3429
Svalbard and Jan Mayen (Nor.),SJM,-14.68,-15.31,-16.17,-12.8,-5.5,0.15,2.65,1.77,-1.34,-7.03,-10.59,-13.43,80.06,79.68,79.49,80.12,82.73,86.7,89.37,89.98,88.18,83.36,81.8,80.28,7.7398,6.9844,6.0617,9.6396,17.8009,24.761,28.1421,27.4634,23.7594,16.4788,12.404,9.0624
Sweden,SWE,-6.03,-6,-2.71,2.5,7.72,12.51,15.36,13.98,9.41,3.9,-1.21,-5.08,87.03,84.4,76.73,71.36,67.99,68.9,73.45,77.14,80.77,85.85,88.97,88.19,18.6899,17.852,18.6109,22.0488,26.1567,31.247,35.5985,35.4362,32.0641,28.2305,24.1501,20.0227
Switzerland,CHE,-3.97,-2.85,0.86,4.74,9.16,13.01,14.51,14.22,10.5,6.79,0.69,-3.3,78.46,74.96,72.04,72.16,74.29,74.05,75.01,77.35,79.88,81.48,82.13,80.64,17.9218,17.8868,20.6332,24.5528,29.6757,33.4465,35.2633,35.7455,32.8604,29.6784,23.7929,19.3112
Syria,SYR,7.14,8.99,12.94,17.77,23.32,27.87,30.42,30.01,26.17,20.85,13.45,8.6,72.66,64.96,53.58,46.91,38.63,33.4,34.61,37.38,40.51,46.82,58.54,70.04,27.1178,26.4268,26.6214,29.2503,32.0679,34.892,37.8413,38.3454,35.5383,32.3006,28.7682,27.7132
Tajikistan,TJK,-13.21,-10.7,-5.33,0.08,4.85,9.62,13.01,12.8,8.34,0.44,-7.15,-11.88,69.32,69.8,68.21,68.4,67.63,63.99,58.08,55.54,53.73,62.07,67.77,69.28,5.6656,8.334,13.1793,18.652,23.1679,26.7367,28.1764,27.1282,22.0709,16.9231,11.2141,6.9824
Tanzania,TZA,23.27,23.41,23.15,22.53,22.22,21.28,20.81,21.72,22.99,23.99,24.07,23.46,74.71,73.96,76.44,76.54,68.1,60.49,56.57,55.82,54.58,56.08,63.52,71.94,43.9243,43.8168,44.3752,43.7882,40.693,37.2417,35.4781,36.1406,37.0014,38.4964,41.0316,43.2002
Thailand,THA,23.54,25.46,27.4,28.61,27.99,27.66,27.14,26.89,26.61,26.24,25,23.24,68.84,65.72,65.31,69.68,77.53,79.61,81.27,82.62,83.92,81.15,75.73,71.36,42.2572,43.1476,44.9523,47.6044,49.5749,49.9313,49.9591,50.1546,50.3036,49.0195,45.9909,42.7888
The Bahamas,BHS,22.52,22.68,22.99,24.06,25.51,27.08,27.8,28.04,27.59,26.57,24.73,23.54,73.71,73.83,72.81,73.81,77.29,80.62,79.26,79.53,80.12,78.39,74.47,74.73,42.8443,43.0439,43.0173,44.4173,47.0157,49.6846,49.9558,50.2849,50.0296,48.4387,45.3051,44.2009
The Gambia,GMB,25.13,26.97,28.66,29.37,29.87,29.66,28.08,27.26,27.47,28.56,27.88,25.7,36.49,34.65,38.35,45.66,53.18,65.91,78.62,84.43,84.21,78.17,56.26,42.78,33.1717,34.4045,37.3155,40.4378,43.4194,47.4103,50.0246,51.1219,51.2593,50.3561,42.4458,35.8174
Timor-Leste,TLS,25.18,24.99,24.92,24.78,24.23,23.33,22.83,22.91,24.05,25.4,26.04,25.6,86.02,86.47,85.58,83.83,81.86,79.79,77.54,73.87,72.14,72.99,76.62,84.07,49.5666,49.5251,49.1614,48.4439,47.2438,45.6607,44.4182,43.2871,43.8562,45.4867,47.3246,49.3431
Togo,TGO,27.08,28.79,29.58,28.75,27.63,26.21,25.14,24.67,25.14,26.07,27,26.86,45.04,47.14,57.81,70.62,76.83,81.52,84.33,86.09,85.67,81.63,66.86,52.3,37.9432,40.3462,44.6573,48.0546,48.9839,49.1116,48.9689,49.0797,49.4111,49.0079,45.0638,40.119
Tokelau (N.Z.),TKL,27.25,27.09,27.12,27.35,27.37,27.26,27.1,26.98,27,27.1,27.25,27.23,81.1,81.8,82.37,82.05,82.38,82.41,81.65,81.27,81.59,80.46,80.07,80.99,50.013,50.084,50.3021,50.4265,50.5554,50.4553,50.0445,49.7991,49.9247,49.6518,49.6731,49.9567
Tonga,TON,26.18,26.5,26.54,26.08,24.9,24.07,23.24,22.94,23.27,23.79,24.75,25.66,81.9,82.22,82.26,79.3,76.03,74.61,73.76,74.23,76.78,77.3,79.26,79.9,49.207,49.6326,49.6858,48.249,45.9899,44.6913,43.5808,43.4359,44.6074,45.299,46.9058,48.027
Trinidad and Tobago,TTO,25.43,25.49,25.9,26.53,26.82,26.43,26.33,26.7,27.14,26.91,26.32,25.86,80.86,78.37,76.86,77.71,80.22,83.95,85.02,84.67,83.27,84.23,85.66,83.73,48.1138,47.3521,47.2638,48.1743,49.2926,50.1335,50.3866,50.6411,50.6191,50.7059,50.5878,49.4909
Tunisia,TUN,10.97,11.94,15.22,18.79,23.06,27.23,30.02,30.01,26.52,22.21,16.28,11.99,65.1,59.1,55.2,51.32,47.55,43.55,41.68,44.9,53.66,57.77,59.53,64.79,28.453,27.443,29.436,31.7256,34.7515,37.6015,39.7744,40.827,40.2278,37.2741,31.9249,29.3707
Turkey,TUR,0.24,1.49,5.2,10,15.26,19.85,23.29,23.28,18.63,13.06,6.87,2.22,76.92,73.19,68.02,65.64,61.38,54.57,50.02,49.56,53.26,62.71,70.22,76.22,21.6236,21.6427,23.6466,27.6612,31.5154,33.8581,35.7966,35.6348,32.2058,29.7543,26.0426,23.3726
Turkmenistan,TKM,1.98,4.18,10.42,17.57,24.18,29.42,31.31,29.91,23.52,16,8.52,3.39,71.86,67.21,58.67,49.17,38.45,30.96,29.88,29.19,34.75,47,62.75,71.26,21.6938,22.3593,25.7811,29.7961,32.8685,35.6368,37.1704,35.5427,30.9875,27.51,25.2275,22.9058
Turks and Caicos Islands (U.K.),TCA,24.24,24.1,24.09,24.71,25.78,27.13,27.59,27.86,27.75,27.16,25.99,25.05,75.97,76.04,75.7,77.38,80.21,82.06,81,80.95,80.69,80.53,77.12,76.45,45.3101,45.1932,45.071,46.2454,48.2493,50.2098,50.32,50.5735,50.3777,49.7349,47.4396,46.2785
Tuvalu,TUV,27.46,27.37,27.25,27.31,27.41,27.32,27.21,27.16,27.27,27.39,27.51,27.51,80.32,80.63,82.04,82.65,82.28,82.49,82.01,81.52,81.09,79.54,79.04,80.13,49.9656,49.9779,50.3232,50.5845,50.5624,50.5417,50.2733,50.0616,50.0297,49.6382,49.5932,49.9529
U.S. Minor Outlying Islands,UMI,23.93,23.66,23.8,24.39,25.06,26.03,26.35,26.56,26.52,26.14,25.46,24.72,76.4,77.8,78.7,80.1,80.12,80.78,80.82,80.22,79.71,78.49,77.21,77.18,45.142,45.334,45.771,46.823,47.4996,48.6874,49.0206,49.0326,48.8243,48.0417,46.9393,46.1894
Uganda,UGA,23.95,24.75,24.24,23.18,22.77,22.46,22.09,22.1,22.51,22.65,22.66,23.18,60.4,56.97,65.83,75.33,77.25,73.89,72.67,75.12,74.33,75.15,74.17,66.57,39.882,39.5501,41.9639,44.0389,44.2625,42.8437,42.0711,42.8896,43.0389,43.4495,43.1361,41.1481
Ukraine,UKR,-3.51,-2.34,2.29,9.73,15.89,19.38,21.68,20.59,14.77,8.9,3.44,-1.85,85.11,82.02,74.39,65.29,63.11,65.41,65.69,63.93,70.61,77.37,84.64,85.98,20.5763,20.7266,22.8387,27.2757,32.7163,36.9653,39.3577,37.6869,34.0713,30.4321,27.3712,22.5234
United Arab Emirates,ARE,18.23,20.17,23.32,28.16,32.66,34.51,35.97,36.06,33.29,29.5,24.58,20.16,62.06,55.24,47.48,37.55,32.68,36.63,39.42,41.09,45.71,48.4,56.3,63.06,34.7098,34.3992,34.9884,36.5515,39.4444,42.5979,44.9786,45.6197,44.3743,41.472,39.159,36.9698
United Kingdom,GBR,4.57,4.75,5.9,8.07,10.74,13.43,15.35,15.32,13.38,10.52,7.18,4.56,86.07,83.58,80.59,77.96,77.31,78.32,79.22,80.19,81.74,83.99,86.21,86.75,28.9731,28.3314,28.4947,29.7968,32.2523,35.2756,37.4926,37.7827,36.3542,34.2367,31.6293,29.1875
United States of America,USA,-2.76,-0.8,3.15,8.71,14.45,19.47,22.16,21.18,16.9,10.02,3.25,-1.69,69.31,67.48,62.58,59.39,59.39,59.57,59.69,61.09,62.06,64.17,67.05,70.54,16.1123,17.4684,19.8014,24.3087,30.0487,35.1281,37.8577,37.3397,33.3798,27.1961,21.3765,17.5882
United States Virgin Islands (U.S.),VIR,25.13,24.87,24.92,25.48,26.32,27.09,27.25,27.49,27.53,27.23,26.54,25.77,77.34,76.18,75.86,78.14,80.57,80.8,81.44,81.8,81.42,81.02,79.68,77.77,46.6522,46.0094,45.9538,47.2662,48.9081,49.754,50.1252,50.484,50.3986,49.9666,48.8344,47.4341
Uruguay,URY,24.06,23.02,21.3,17.77,14.21,11.61,11.11,12.75,14.22,17.32,20,22.39,65.58,71.24,73.98,76.39,80.24,81.58,79.31,76.4,74.96,74.22,68.78,65.35,41.7014,42.5292,41.7134,38.9787,36.6892,34.5314,33.2823,33.962,34.9568,37.8126,38.6974,39.9555
Uzbekistan,UZB,-2.52,-0.23,7.03,14.91,21.76,27,28.63,27.17,20.41,12.7,5.01,-0.61,73,69.77,61.32,51.18,42.4,35.61,34.74,35.22,40.7,52.16,66.03,71.91,17.57,18.7941,23.2656,27.7994,31.752,34.7513,36.0942,34.7926,29.841,25.9128,22.7999,19.1203
Vanuatu,VUT,26.23,26.33,26.29,25.9,25.15,24.46,23.73,23.58,24.03,24.48,25.11,25.88,83.91,84.16,84.89,84.08,81.3,81.2,78.49,78.19,79.64,80.54,81.57,82.37,49.9203,50.1028,50.3037,49.6464,47.979,47.256,45.6317,45.3827,46.3112,47.0582,48.0281,49.0621
Vatican City,VAT,7.15,7.69,10.52,13.62,18.1,22.48,25.01,25.12,20.76,16.83,12.02,8.15,77.49,73.5,72.17,72.78,69.97,64.01,60.64,62.57,69.31,76.04,78.32,78.07,28.7217,27.945,30.3361,33.6374,37.1901,39.6033,41.0212,41.7681,39.6323,37.9232,33.8656,29.9131
Vietnam,VNM,19.3,20.75,22.92,25.19,26.27,26.81,26.5,26.21,25.43,24.25,22.3,19.88,78.86,77.55,77.16,78.92,81.02,81.86,82.88,83.85,84.26,83.46,81.44,79.49,41.3238,42.3415,44.3828,47.2336,49.0066,49.8238,49.8504,49.8805,49.2358,47.7918,45.1752,42.1117
Wallis and Futuna (Fr.),WLF,27.12,27.13,27.22,27.26,27.08,26.81,26.41,26.3,26.37,26.51,26.85,27.03,83.21,82.71,82.78,82.56,80.67,81.2,80.25,80.48,82.02,82.13,82.21,82.74,50.5793,50.4243,50.5374,50.5048,49.7011,49.606,48.8925,48.8584,49.4366,49.6129,49.9793,50.3342
West Bank and Gaza,PSE,11.73,12.6,15.18,18.75,22.73,25.76,27.81,27.88,26.08,22.85,17.73,13.44,70.94,69.05,63.76,57.09,53.24,54.92,56.61,59.68,59.12,59.97,61.55,67.67,31.1402,31.3865,32.2208,33.5897,36.2992,39.8836,42.4913,43.5744,41.5896,38.6401,34.0415,31.7711
Zambia,ZMB,22.24,22.19,22.14,21.61,20.37,18.56,18.11,20.95,24.25,25.97,24.59,22.63,81.74,81.6,79.92,68.45,56.03,51.6,48.3,40.94,35.72,40.76,61.01,78,45.2142,45.118,44.5136,40.1985,34.8599,31.588,30.049,30.4602,32.0376,35.4208,40.7233,44.37
Zimbabwe,ZWE,23.71,23.47,22.92,21.1,18.7,16.51,16.02,18.93,22.38,24.62,24.9,23.78,72.76,71.94,70.64,64.05,58.23,56.69,54.32,46.38,42.38,45.3,55.75,69.68,43.7208,43.2102,42.2312,38.2365,33.9159,31.2177,29.9456,30.2354,32.3654,35.569,39.2975,42.7744